module_id	strictest_pval	n_genes	n_domains	tokenised_genes
296	0.0500315976423866	3	3	Epimerase_c29,Glyco_transf_25,Lip_A_acyltrans
297	0.018479765926500427	3	4	Glyco_transf_28;UDPGT_c50,Methyltransf_24,TylF
298	0.05862605751809618	5	7	4HBT_c18,CMD,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,adh_short_c44
299	0.029982048925883437	5	6	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c29,FAD_binding_3_c31,Isochorismatase_c20,PhzC-PhzF_c9
300	0.0223065735098617	6	6	DegT_DnrJ_EryC1_c9,Epimerase_c17,Epimerase_c45,GFO_IDH_MocA_c25,UDPGT_c13,dTDP_sugar_isom
301	0.027714749603139945	4	4	Acetyltransf_1_c34,Amidase,Gln-synt_C,Lyase_1
302	0.0018920919073750033	3	8	FAD_binding_3_c35,Lactamase_B,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;KAsynt_C_assoc;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
303	0.011206388531927697	4	4	Methyltransf_33,NmrA,Oxidored_FMN_c12,Trp_DMAT_c3
304	0.01746927162497428	3	3	FAD_binding_3_c24,GHMP_kinases_N,PTase_Orf2
305	0.05903062388426588	3	5	Prenyltransf,Terpene_synth_c3;Terpene_synth_C_c16,Terpene_synth_c7;Terpene_synth_C_c17
306	0.008599849034816783	3	6	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c9,GMC_oxred_N;GMC_oxred_C_c32,Thioesterase_c13
307	0.0032458606376104824	4	6	Acyl-CoA_dh_2,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c8
308	0.0027426570101990646	3	5	AMP-binding_c14;AMP-binding_C_c38,AMP-binding_c28;AMP-binding_C_c22,Aminotran_1_2_c15
309	0.034215728516845935	3	11	DIOX_N_c24;2OG-FeII_Oxy_c38,GMC_oxred_N;GMC_oxred_C_c51,ketoacyl-synt_c21;Ketoacyl-synt_C_c4;Acyl_transf_1_c25;PS-DH_c15;PP-binding_c34;Methyltransf_12_c14;NAD_binding_4_c44
310	0.022196615550818644	8	11	AMP-binding_c37;AMP-binding_C_c48,FabA_c49,FabA_c56,Glycos_transf_2_c11,Ketoacyl-synt_2,PP-binding_c36,ketoacyl-synt_c32;Ketoacyl-synt_C_c13,ketoacyl-synt_c33;Ketoacyl-synt_C_c18
311	0.0011016656153895396	3	5	ATPgrasp_N;ATP-grasp_4,FAD_binding_2,GFO_IDH_MocA_c27;Sacchrp_dh_C
312	0.024748248133339396	8	9	ABM_c11,Cyclase,Epimerase_c45,PP-binding_c9,Polyketide_cyc2,SnoaL,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
313	0.0002753608699852809	3	3	Aminotran_1_2_c6,SHMT,TauD_c26
314	0.03421371347661268	5	8	ACP_syn_III_c33;ACP_syn_III_C_c38,AMP-binding_c43;AMP-binding_C_c61,NAD_binding_4_c53,Thioesterase_c24,ketoacyl-synt_c56;Ketoacyl-synt_C_c13
315	0.037519780448026015	3	7	AMP-binding_c43;AMP-binding_C_c40,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c36,PP-binding_c9;Aminotran_1_2_c19
316	0.043130836260305165	3	15	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,Thioesterase_c22,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PP-binding_c13;Thioesterase_c29
317	0.00048626956593535604	3	3	Aminotran_1_2_c29,Methyltransf_2,p450_c15
318	5.9578810741740686e-06	3	5	AMP-binding_c30;AMP-binding_C_c39,Chorismate_bind_c14,Isochorismatase_c20;PP-binding_c39
319	0.05462607676825255	3	3	DegT_DnrJ_EryC1_c33,Epimerase_c25,NTP_transferase
320	0.031080709789860394	3	26	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13;KR_c73;PP-binding_c8,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
321	0.006952347092260705	4	5	ADH_N_c12;ADH_zinc_N_c16,Aminotran_1_2_c6,Methyltransf_11_c40,TauD_c26
322	0.00899285014036235	5	6	ADH_N_c34;ADH_zinc_N_c4,Condensation_c12,Condensation_c35,DegT_DnrJ_EryC1_c33,Methyltransf_25_c17
323	0.01528416955647093	3	3	DegT_DnrJ_EryC1_c9,Epimerase_c31,dTDP_sugar_isom
324	0.0077830883678981794	4	4	2-oxoacid_dh,ACP_syn_III_c39,DUF1100,PP-binding_c59
325	0.009873777180239608	7	8	ABM_c11,Acyl_transf_1_c46,Cyclase_polyket,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
326	0.0026055214658615464	3	3	Amino_oxidase_c30,Aminotran_3_c2,NAD_binding_2
327	0.02368206050343415	3	23	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PP-binding_c13
328	0.003298887532173637	3	8	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c11,EPSP_synthase;AMP-binding_c30;AMP-binding_C_c22,Oxidored_FMN_c53;Pyr_redox_2_c4
329	0.005656033543858919	3	10	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,SnoaL_2_c24,Thioesterase_c22
330	0.03449093915207737	3	4	ADH_N_c2;ADH_zinc_N_c2,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3
331	1.0607343718576201e-05	3	6	AMP-binding_c16,Acyl-CoA_dh_M;Acyl-CoA_dh_1_c41,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c41
332	0.005848834567411792	3	4	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Sulfotransfer_1,TauD_c14
333	0.0019176375106823929	3	3	AA_kinase_c21,DHQS,DeoC
334	0.02876310953140071	3	16	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,FAD_binding_3_c51,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PP-binding_c13
335	0.003300652601603976	3	3	HpcH_HpaI_c1,IucA_IucC_c6,Orn_Arg_deC_N_c6
336	0.011633981551799245	3	4	Chorismate_bind_c14,Isochorismatase_c20;PP-binding_c39,adh_short_c30
337	0.004688031620686258	3	4	Acyl-CoA_dh_N;Acyl-CoA_dh_2,Amino_oxidase_c30,NAD_binding_2
338	0.0387428398965239	4	5	Aminotran_3_c22,B12-binding_c51;Radical_SAM_c26,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3
339	0.011136880056469447	4	5	AMP-binding_c52,Chorismate_bind_c38;GATase_c53,FAD_binding_3_c31,Isochorismatase_c20
340	0.000850544214387858	3	5	DegT_DnrJ_EryC1_c46,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_25_c18
341	0.003899923271446147	5	7	Acyl_transf_1_c22,Acyl_transf_1_c49,ECH_1_c34,HMG_CoA_synt_N;HMG_CoA_synt_C,ketoacyl-synt_c47;Ketoacyl-synt_C_c18
342	0.041007020924405536	4	10	2-oxoacid_dh,ACP_syn_III_c39,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;KR_c5;PP-binding_c13,PP-binding_c59
343	0.009770182029529697	5	6	ADH_N_c34;ADH_zinc_N_c4,Condensation_c35,Creatininase,DegT_DnrJ_EryC1_c33,Methyltransf_25_c17
344	0.043251587182139006	3	4	AMP-binding_c26;AMP-binding_C_c61,APH,Abhydrolase_1_c20
345	0.000937225779889984	3	3	LANC_like,Peptidase_C39_c42,Peptidase_S8_c31
346	0.0067183903230770385	4	4	Lant_dehydr_C,Nitroreductase_c22,Nitroreductase_c6,YcaO
347	0.010374312238547487	3	3	Amino_oxidase_c17,FAD_binding_3_c3,Trp_halogenase
348	0.016593974785656256	6	6	Aminotran_1_2_c29,Methyltransf_25_c4,Peptidase_M19,Pyr_redox_2_c14,p450_c15,p450_c7
349	0.0036754488865007526	3	3	COesterase,CoA_transf_3,HpcH_HpaI_c34
350	0.05226214276566283	4	6	Aminotran_3_c22,DHQ_synthase_c32,GFO_IDH_MocA_c2;GFO_IDH_MocA_C,Glyco_transf_4_c4;Glycos_transf_1_c2
351	0.0015246401910591026	3	3	ADC,Aminotran_1_2_c39,Aminotran_1_2_c66
352	0.0010574672691340535	3	5	ACP_syn_III_c33;ACP_syn_III_C_c38,PP-binding_c36,ketoacyl-synt_c56;Ketoacyl-synt_C_c13
353	0.006236782923586458	3	3	DegT_DnrJ_EryC1_c46,Radical_SAM_c31,UDPGT_c13
354	0.037404187442052254	6	6	DAHP_synth_1,DegT_DnrJ_EryC1_c9,ECH_1_c16,ECH_1_c43,Epimerase_c17,Peptidase_M15
355	0.04119481209361491	3	11	DUF1729;MaoC_dehydratas;Acyl_transf_1_c19,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;KAsynt_C_assoc;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17;Thioesterase_c5,p450_c45
356	0.02781752356227631	8	10	Carboxyl_trans,Cyclase_polyket,FAD_binding_3_c42,FAD_binding_3_c42;adh_short_c18,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
357	0.05388861548562795	9	17	4HBT_c18,Abhydrolase_1_c9,Acyl-CoA_dh_N;Acyl-CoA_dh_2,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,PP-binding_c21,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29,p450_c4
358	0.011188596431671829	3	12	ADH_N_c23;ADH_zinc_N_c28,Nitroreductase_c17,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13
359	8.388200011823971e-05	3	4	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DegT_DnrJ_EryC1_c9,dTDP_sugar_isom
360	0.011244829860641839	4	8	DUF1772,Scytalone_dh,SnoaL_2_c8,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
361	0.03132135607243643	3	4	Oxidored_FMN_c33,POR;POR_N,TPP_enzyme_C_c3
362	0.029729789934075018	3	6	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c36,PP-binding_c15,PP-binding_c9;Aminotran_1_2_c19
363	0.020064919982017926	4	6	Anth_synt_I_N;Chorismate_bind_c12;GATase_c24,PTase_Orf2,TauD_c19,polyprenyl_synt_c6
364	0.004762293296503755	4	4	FAD_binding_3_c10,p450_c7,polyprenyl_synt_c30,polyprenyl_synt_c4
365	0.059714413264564864	9	17	DAHP_synth_2_c7,DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,GFO_IDH_MocA_c8;GFO_IDH_MocA_C,HAD_2_c30,Shikimate_dh_N,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
366	0.04642957977320881	7	8	Abhydrolase_1_c48,DSBA,FabA_c5,FabA_c6,adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
367	0.004548646310446802	7	8	ABM_c11,Cyclase_polyket,FAD_binding_3_c3,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
368	0.00036909020661977926	3	7	AdoHcyase,MTHFR,S-methyl_trans;Pterin_bind;B12-binding_2;B12-binding_c10;Met_synt_B12
369	0.018549022233862806	3	3	FAD_binding_3_c10,UbiA,adh_short_c4
370	0.053606583554756435	3	5	ADH_N_c2;ADH_zinc_N_c38,DHQ_synthase_c32,Glyco_transf_4_c6;Glycos_transf_1_c11
371	0.01730644551937939	5	5	Amino_oxidase_c12,Amino_oxidase_c19,Lycopene_cycl,SQS_PSY_c15,polyprenyl_synt_c19
372	0.041007020924405536	5	6	Amino_oxidase_c4,DSBA,adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
373	0.02863238395575274	3	4	ADH_N_c37;ADH_zinc_N_c59,AMP-binding_c30,Polyketide_cyc2
374	0.007129249246602145	4	4	Acetyltransf_1_c34,Fer4_21,Gln-synt_C,Lyase_1
375	0.05631214762981037	3	3	Acyl_transf_1_c22,Acyl_transf_1_c49,NMO
376	0.05169978456846412	3	23	ketoacyl-synt_c37;Ketoacyl-synt_C_c16;KAsynt_C_assoc;Acyl_transf_1_c18;PS-DH_c19;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,ketoacyl-synt_c37;Ketoacyl-synt_C_c16;KAsynt_C_assoc;Acyl_transf_1_c18;adh_short_c9;PP-binding_c13,ketoacyl-synt_c37;Ketoacyl-synt_C_c16;KAsynt_C_assoc;Acyl_transf_1_c18;adh_short_c9;PP-binding_c20;Sulfotransfer_3;Abhydrolase_1_c25
377	0.0046758690138487425	13	21	Abhydrolase_1_c20,Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyco_transf_28;UDPGT_c50,Glyoxalase_c27;Glyoxalase_c6,Methyltransf_12_c7,PDH,Peptidase_M15
378	0.057259661326345225	4	4	ACPS_c7,Acetyltransf_8,TauD_c3,Thioesterase_c1
379	0.060306161043351236	5	6	Acetyltransf_1_c34,Gln-synt_C,Glyoxalase_c9;Glyoxalase_c25,Lyase_1,Peptidase_C26
380	0.02781752356227631	7	8	Acyl_transf_1_c46,Carboxyl_trans,Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
381	0.023127403602821173	5	6	ABM_c11,FAD_binding_3_c59,Methyltransf_2,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
382	0.018357954466283445	8	16	DAHP_synth_2_c7,DHQ_synthase_c22,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C,GFO_IDH_MocA_c8;GFO_IDH_MocA_C,Shikimate_dh_N,Transket_pyr,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13
383	0.03511447485659513	3	4	Glyco_transf_4_c5;Glycos_transf_1_c9,Glycos_transf_2_c27,PS_pyruv_trans
384	0.04119593302603019	10	20	AMP-binding_c39;AMP-binding_C_c35;PP-binding_c19;Nitroreductase_c6,Condensation_c15,Condensation_c25;AMP-binding_c3;AMP-binding_C_c31;PP-binding_c5,GATase_7_c9;Asn_synthase_c4,Glyco_transf_9,Glycos_transf_2_c14;Asp_Arg_Hydrox,PP-binding_c23,PP-binding_c4;Condensation_c11,PfkB;CTP_transf_like,Radical_SAM_c46
385	0.009522627787989657	3	10	ADH_N_c13;ADH_zinc_N_c16,AMP-binding_c28;AMP-binding_C_c15,ketoacyl-synt_c7;Ketoacyl-synt_C_c7;KAsynt_C_assoc;Acyl_transf_1_c7;PP-binding_c14;Thioesterase_c10
386	0.007898587323293857	3	3	NAD_binding_10,Scytalone_dh,SnoaL_2_c8
387	0.020988356526586257	6	7	ABM_c11,FAD_binding_3_c3,PP-binding_c9,Polyketide_cyc2,SnoaL,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
388	0.017670793892503298	5	8	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,Aminotran_1_2_c23,Peptidase_S15;PepX_C,Radical_SAM_c22,TauD_c39
389	0.05770775709910929	8	15	4HBT_c18,Condensation_c12,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,PP-binding_c21,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29,p450_c4
390	0.06042582180086521	5	6	ABM_c22,Cyclase_polyket,DUF1772,Polyketide_cyc,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
391	0.0067183903230770385	3	5	ABM_c11,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c33
392	0.034270760019058405	3	4	ADH_N_c17;ADH_zinc_N_c24,Abhydrolase_1_c14,adh_short_c14
393	0.06032868662476189	7	8	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,Methyltransf_2,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
394	0.017664174292797655	3	3	Abhydrolase_1_c18,DSBA,ketoacyl-synt_c12
395	0.0034932405277259843	3	10	DAO,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3,PS-DH_c3;adh_short_c9;PP-binding_c13
396	0.0017191466855812484	3	4	Aminotran_3_c22,DHQ_synthase_c32,Glyco_transf_4_c9;Glycos_transf_1_c11
397	0.001963002083274948	3	5	ADH_N_c37;ADH_zinc_N_c59,Chorismate_bind_c38;GATase_c53,Isochorismatase_c20
398	0.00015623988546935088	6	7	DAHP_synth_2_c7,DHQ_synthase_c22,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,GFO_IDH_MocA_c8;GFO_IDH_MocA_C,Shikimate_dh_N
399	0.0024550177520818958	6	8	DegT_DnrJ_EryC1_c9,Epimerase_c2,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
400	0.0011529359311912915	5	5	Aminotran_1_2_c29,Methyltransf_25_c4,Peptidase_M19,Pyr_redox_2_c14,p450_c15
401	0.0007837718560576253	5	6	ABM_c11,Polyketide_cyc2,SnoaL,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
402	0.0028741528123285504	6	8	ABM_c11,ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c45,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
403	0.0008504214578960703	9	11	Cyclase_polyket,DUF1205_c1,DegT_DnrJ_EryC1_c12,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
404	0.0022349167477166256	3	4	ABM_c22,adh_short_C2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
405	0.002441765582746305	4	7	AMP-binding_c28;AMP-binding_C_c15,FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,Trp_dioxygenase
406	0.0018188504452463772	7	9	ABM_c11,Acyl_transf_1_c46,Cyclase,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
407	0.0003936897055723746	4	4	DUF1205_c1,DegT_DnrJ_EryC1_c46,Epimerase_c2,NTP_transferase
408	4.033671293795982e-06	3	4	2-Hacid_dh_C,Dala_Dala_lig_N;Dala_Dala_lig_C,Peptidase_M15
409	0.0013721451614576398	8	10	ABM_c11,Acyl_transf_1_c46,Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
410	0.002270925839021733	8	10	ABM_c11,Cyclase,Epimerase_c45,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
411	0.0008541846146078911	3	10	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13,Thioesterase_c22,p450_c5
412	3.1363507668971116e-07	3	5	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,Aminotran_1_2_c23,TauD_c39
413	0.000496735715292536	4	6	Abhydrolase_1_c48,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c30,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
414	0.0006933552541008768	3	4	AMP-binding_c52,Chorismate_bind_c38;GATase_c53,Isochorismatase_c20
415	0.0013512445200387375	3	4	GMC_oxred_N;GMC_oxred_C_c22,UDPGT_c30,Y_phosphatase3
416	0.002605414369270661	7	7	DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
417	0.00029039194645836066	5	6	Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,NTP_transferase
418	2.140579985577752e-05	3	16	ADH_N_c17;ADH_zinc_N_c24,ketoacyl-synt_c31;Ketoacyl-synt_C_c11;KAsynt_C_assoc;Acyl_transf_1_c9;PS-DH_c14;Methyltransf_12_c14;adh_short_c9;PP-binding_c7;Condensation_c22;AMP-binding_c26;AMP-binding_C_c27;PP-binding_c11;NAD_binding_4_c21,p450_c17
419	0.0008912292585579536	3	4	4HBT_c18,Acyl-CoA_dh_N;Acyl-CoA_dh_2,Flavin_Reduct
420	5.5921497784373504e-05	3	4	AMP-binding_c53;AMP-binding_C_c48,Abhydrolase_1_c26,PP-binding_c15
421	0.0031287725756858928	3	4	ACPS_c7,Carboxyl_trans,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
422	0.002882805132426525	5	16	AMP-binding_c43;AMP-binding_C_c61,AMP-binding_c53;AMP-binding_C_c31,Abhydrolase_1_c26,PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
423	0.0020483326509263024	4	5	ADH_N_c2;ADH_zinc_N_c38,Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3
424	0.0019207952969870785	3	3	DUF1772,Scytalone_dh,SnoaL_2_c8
425	0.0010818048847259162	3	4	FAD_binding_3_c7,GMC_oxred_N;GMC_oxred_C_c22,p450_c4
426	0.00024041640150403545	3	3	ABM_c22,DUF1772,adh_short_C2
427	0.0010818048847259162	3	3	Fer4_21,Gln-synt_C,Lyase_1
428	0.00018892810464569474	3	3	AMP-binding_c30,FAD_binding_3_c31,NAD_binding_9
429	0.0019363964903341456	4	5	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,FAD_binding_3_c31,Isochorismatase_c20
430	8.252753271680344e-05	5	5	DegT_DnrJ_EryC1_c12,Epimerase_c17,GFO_IDH_MocA_c25,UDPGT_c13,dTDP_sugar_isom
431	0.0013568612351838225	3	4	Aminotran_1_2_c29,GST_N_3;GST_C,p450_c15
432	0.0020483260305812784	3	6	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c42,TPP_enzyme_N_c14;TPP_enzyme_M;TPP_enzyme_C_c5
433	5.5921497784373504e-05	4	5	Cyclase,PP-binding_c9,Polyketide_cyc,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
434	0.0002928909738344811	6	6	Acetyltransf_2,DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,ROK
435	0.0002499251833485829	4	6	PP-binding_c9,Polyketide_cyc,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c8
436	0.0015587722125128688	5	6	DSBA,FabA_c6,adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
437	0.0008051279767899998	4	4	Aminotran_1_2_c29,Peptidase_M19,p450_c15,p450_c7
438	1.4816271398251175e-05	4	4	Catalase,Methyltransf_33,Oxidored_FMN_c12,Trp_DMAT_c3
439	0.0006000254363910084	8	10	ABM_c11,Cyclase_polyket,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
440	0.0010783653577804975	6	7	ABM_c11,Cyclase_polyket,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
441	0.001758957279291529	7	16	Aminotran_1_2_c39,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,FAD_binding_3_c50,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH
442	4.050092907651332e-05	3	4	AMP-binding_c53;AMP-binding_C_c61,Abhydrolase_1_c26,PP-binding_c15
443	0.0015587722125128688	3	3	Amino_oxidase_c4,DSBA,ketoacyl-synt_c12
444	0.002940470425527952	3	3	FAD_binding_3_c10,p450_c7,polyprenyl_synt_c30
445	1.39774620483166e-07	3	3	ABM_c22,Cyclase_polyket,DUF1772
446	0.0005444074427517453	9	11	DUF1205_c1,DegT_DnrJ_EryC1_c12,Epimerase_c45,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
447	0.0019427099541816275	4	5	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,Isochorismatase_c20,PhzC-PhzF_c9
448	5.535816735359194e-05	3	16	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;adh_short_c9;PP-binding_c13,Thioesterase_c22
449	1.2656787396220036e-05	3	3	Amidase,Gln-synt_C,Lyase_1
450	0.0021686727603410926	3	4	Condensation_c12,MDMPI_N;Wyosine_form,PP-binding_c21
